Species	Protein ID	Family	Genome/EST	Category
Zea mays	GRMZM2G143640_P01	MYB-related	Genome	TF
Zea mays	GRMZM2G145041_P01	MYB-related	Genome	TF
Zea mays	GRMZM2G148644_P01	MYB-related	Genome	TF
Zea mays	GRMZM2G148644_P02	MYB-related	Genome	TF
Zea mays	GRMZM2G148742_P01	MYB-related	Genome	TF
Zea mays	GRMZM2G150260_P01	MYB-related	Genome	TF
Zea mays	GRMZM2G150272_P01	MYB-related	Genome	TF
Zea mays	GRMZM2G150680_P02	MYB-related	Genome	TF
Zea mays	GRMZM2G150841_P02	MYB-related	Genome	TF
Zea mays	GRMZM2G152319_P01	MYB-related	Genome	TF
Zea mays	GRMZM2G152319_P02	MYB-related	Genome	TF
Zea mays	GRMZM2G153306_P01	MYB-related	Genome	TF
Zea mays	GRMZM2G156402_P01	MYB-related	Genome	TF
Zea mays	GRMZM2G156402_P02	MYB-related	Genome	TF
Zea mays	GRMZM2G157060_P01	MYB-related	Genome	TF
Zea mays	GRMZM2G157306_P01	MYB-related	Genome	TF
Zea mays	GRMZM2G157306_P02	MYB-related	Genome	TF
Zea mays	GRMZM2G157306_P03	MYB-related	Genome	TF
Zea mays	GRMZM2G158879_P01	MYB-related	Genome	TF
Zea mays	GRMZM2G159686_P02	MYB-related	Genome	TF
Zea mays	GRMZM2G161512_P05	MYB-related	Genome	TF
Zea mays	GRMZM2G163291_P02	MYB-related	Genome	TF
Zea mays	GRMZM2G164839_P01	MYB-related	Genome	TF
Zea mays	GRMZM2G166244_P01	MYB-related	Genome	TF
Zea mays	GRMZM2G167475_P01	MYB-related	Genome	TF
Zea mays	GRMZM2G167475_P02	MYB-related	Genome	TF
Zea mays	GRMZM2G167814_P01	MYB-related	Genome	TF
Zea mays	GRMZM2G167814_P02	MYB-related	Genome	TF
Zea mays	GRMZM2G167814_P04	MYB-related	Genome	TF
Zea mays	GRMZM2G167816_P01	MYB-related	Genome	TF
Zea mays	GRMZM2G169316_P02	MYB-related	Genome	TF
Zea mays	GRMZM2G170067_P01	MYB-related	Genome	TF
Zea mays	GRMZM2G170148_P01	MYB-related	Genome	TF
Zea mays	GRMZM2G170322_P01	MYB-related	Genome	TF
Zea mays	GRMZM2G170322_P02	MYB-related	Genome	TF
Zea mays	GRMZM2G170322_P03	MYB-related	Genome	TF
Zea mays	GRMZM2G170850_P01	MYB-related	Genome	TF
Zea mays	GRMZM2G174476_P02	MYB-related	Genome	TF
Zea mays	GRMZM2G176568_P01	MYB-related	Genome	TF
Zea mays	GRMZM2G176876_P01	MYB-related	Genome	TF
Zea mays	GRMZM2G177336_P01	MYB-related	Genome	TF
Zea mays	GRMZM2G177958_P01	MYB-related	Genome	TF
Zea mays	GRMZM2G180017_P01	MYB-related	Genome	TF
Zea mays	GRMZM2G180017_P02	MYB-related	Genome	TF
Zea mays	GRMZM2G181030_P01	MYB-related	Genome	TF
Zea mays	GRMZM2G181032_P01	MYB-related	Genome	TF
Zea mays	AC199851.4_FGP028	NAC	Genome	TF
Zea mays	AC210271.3_FGP053	NAC	Genome	TF
Zea mays	AC211441.4_FGP031	NAC	Genome	TF
Zea mays	GRMZM2G002839_P01	NAC	Genome	TF
Zea mays	GRMZM2G003715_P01	NAC	Genome	TF
Zea mays	GRMZM2G005600_P01	NAC	Genome	TF
Zea mays	GRMZM2G007662_P01	NAC	Genome	TF
Zea mays	GRMZM2G007662_P02	NAC	Genome	TF
Zea mays	GRMZM2G008046_P01	NAC	Genome	TF
Zea mays	GRMZM2G008374_P01	NAC	Genome	TF
Zea mays	GRMZM2G009892_P01	NAC	Genome	TF
Zea mays	GRMZM2G009892_P02	NAC	Genome	TF
Zea mays	GRMZM2G009892_P03	NAC	Genome	TF
Zea mays	GRMZM2G009892_P04	NAC	Genome	TF
Zea mays	GRMZM2G011598_P01	NAC	Genome	TF
Zea mays	GRMZM2G014653_P01	NAC	Genome	TF
Zea mays	GRMZM2G014653_P02	NAC	Genome	TF
Zea mays	GRMZM2G014653_P03	NAC	Genome	TF
Zea mays	GRMZM2G018436_P01	NAC	Genome	TF
Zea mays	GRMZM2G018553_P01	NAC	Genome	TF
Zea mays	GRMZM2G019016_P01	NAC	Genome	TF
Zea mays	GRMZM2G019724_P02	NAC	Genome	TF
Zea mays	GRMZM2G023904_P01	NAC	Genome	TF
Zea mays	GRMZM2G024087_P01	NAC	Genome	TF
Zea mays	GRMZM2G025642_P01	NAC	Genome	TF
Zea mays	GRMZM2G025642_P02	NAC	Genome	TF
Zea mays	GRMZM2G027309_P01	NAC	Genome	TF
Zea mays	GRMZM2G027309_P02	NAC	Genome	TF
Zea mays	GRMZM2G027309_P03	NAC	Genome	TF
Zea mays	GRMZM2G030325_P01	NAC	Genome	TF
Zea mays	GRMZM2G030938_P01	NAC	Genome	TF
Zea mays	GRMZM2G031001_P01	NAC	Genome	TF
Zea mays	GRMZM2G031120_P01	NAC	Genome	TF
Zea mays	GRMZM2G031200_P01	NAC	Genome	TF
Zea mays	GRMZM2G031200_P02	NAC	Genome	TF
Zea mays	GRMZM2G033742_P01	NAC	Genome	TF
Zea mays	GRMZM2G033831_P01	NAC	Genome	TF
Zea mays	GRMZM2G033831_P02	NAC	Genome	TF
Zea mays	GRMZM2G038073_P01	NAC	Genome	TF
Zea mays	GRMZM2G039698_P01	NAC	Genome	TF
Zea mays	GRMZM2G040768_P01	NAC	Genome	TF
Zea mays	GRMZM2G041668_P01	NAC	Genome	TF
Zea mays	GRMZM2G041746_P01	NAC	Genome	TF
Zea mays	GRMZM2G042494_P01	NAC	Genome	TF
Zea mays	GRMZM2G043199_P01	NAC	Genome	TF
Zea mays	GRMZM2G043813_P01	NAC	Genome	TF
Zea mays	GRMZM2G044342_P01	NAC	Genome	TF
Zea mays	GRMZM2G047089_P01	NAC	Genome	TF
Zea mays	GRMZM2G047469_P01	NAC	Genome	TF
Zea mays	GRMZM2G048826_P01	NAC	Genome	TF
Zea mays	GRMZM2G052239_P01	NAC	Genome	TF
Zea mays	GRMZM2G054252_P02	NAC	Genome	TF
Zea mays	GRMZM2G054252_P03	NAC	Genome	TF
Zea mays	GRMZM2G054277_P01	NAC	Genome	TF
Zea mays	GRMZM2G055357_P01	NAC	Genome	TF
Zea mays	GRMZM2G058518_P01	NAC	Genome	TF
Zea mays	GRMZM2G058773_P01	NAC	Genome	TF
Zea mays	GRMZM2G059428_P01	NAC	Genome	TF
Zea mays	GRMZM2G059428_P03	NAC	Genome	TF
Zea mays	GRMZM2G060116_P01	NAC	Genome	TF
Zea mays	GRMZM2G062009_P01	NAC	Genome	TF
Zea mays	GRMZM2G062650_P01	NAC	Genome	TF
Zea mays	GRMZM2G062650_P02	NAC	Genome	TF
Zea mays	GRMZM2G062773_P01	NAC	Genome	TF
Zea mays	GRMZM2G063347_P01	NAC	Genome	TF
Zea mays	GRMZM2G063522_P01	NAC	Genome	TF
Zea mays	GRMZM2G064541_P01	NAC	Genome	TF
Zea mays	GRMZM2G065720_P01	NAC	Genome	TF
Zea mays	GRMZM2G068573_P01	NAC	Genome	TF
Zea mays	GRMZM2G068973_P01	NAC	Genome	TF
Zea mays	GRMZM2G069047_P01	NAC	Genome	TF
Zea mays	GRMZM2G069513_P01	NAC	Genome	TF
Zea mays	GRMZM2G074329_P01	NAC	Genome	TF
Zea mays	GRMZM2G074329_P02	NAC	Genome	TF
Zea mays	GRMZM2G074358_P01	NAC	Genome	TF
Zea mays	GRMZM2G078954_P01	NAC	Genome	TF
Zea mays	GRMZM2G078954_P02	NAC	Genome	TF
Zea mays	GRMZM2G079012_P01	NAC	Genome	TF
Zea mays	GRMZM2G079632_P01	NAC	Genome	TF
Zea mays	GRMZM2G081197_P01	NAC	Genome	TF
Zea mays	GRMZM2G081930_P01	NAC	Genome	TF
Zea mays	GRMZM2G082620_P02	NAC	Genome	TF
Zea mays	GRMZM2G082709_P01	NAC	Genome	TF
Zea mays	GRMZM2G083347_P01	NAC	Genome	TF
Zea mays	GRMZM2G083347_P02	NAC	Genome	TF
Zea mays	GRMZM2G084934_P01	NAC	Genome	TF
Zea mays	GRMZM2G084934_P02	NAC	Genome	TF
Zea mays	GRMZM2G084934_P03	NAC	Genome	TF
Zea mays	GRMZM2G086768_P01	NAC	Genome	TF
Zea mays	GRMZM2G086768_P02	NAC	Genome	TF
Zea mays	GRMZM2G089560_P01	NAC	Genome	TF
Zea mays	GRMZM2G090306_P01	NAC	Genome	TF
Zea mays	GRMZM2G090306_P02	NAC	Genome	TF
Zea mays	GRMZM2G090457_P01	NAC	Genome	TF
Zea mays	GRMZM2G090826_P01	NAC	Genome	TF
Zea mays	GRMZM2G091490_P01	NAC	Genome	TF
Zea mays	GRMZM2G092465_P01	NAC	Genome	TF
Zea mays	GRMZM2G092465_P02	NAC	Genome	TF
Zea mays	GRMZM2G092897_P01	NAC	Genome	TF
Zea mays	GRMZM2G093156_P01	NAC	Genome	TF
Zea mays	GRMZM2G094067_P01	NAC	Genome	TF
Zea mays	GRMZM2G094185_P01	NAC	Genome	TF
Zea mays	GRMZM2G095584_P01	NAC	Genome	TF
Zea mays	GRMZM2G095584_P02	NAC	Genome	TF
Zea mays	GRMZM2G099144_P01	NAC	Genome	TF
Zea mays	GRMZM2G100583_P01	NAC	Genome	TF
Zea mays	GRMZM2G100583_P02	NAC	Genome	TF
Zea mays	GRMZM2G100593_P01	NAC	Genome	TF
Zea mays	GRMZM2G104074_P01	NAC	Genome	TF
Zea mays	GRMZM2G104078_P02	NAC	Genome	TF
Zea mays	GRMZM2G104078_P03	NAC	Genome	TF
Zea mays	GRMZM2G104174_P01	NAC	Genome	TF
Zea mays	GRMZM2G104400_P01	NAC	Genome	TF
Zea mays	GRMZM2G104400_P02	NAC	Genome	TF
Zea mays	GRMZM2G106437_P01	NAC	Genome	TF
Zea mays	GRMZM2G109627_P01	NAC	Genome	TF
Zea mays	GRMZM2G111652_P01	NAC	Genome	TF
Zea mays	GRMZM2G111652_P02	NAC	Genome	TF
Zea mays	GRMZM2G111770_P01	NAC	Genome	TF
Zea mays	GRMZM2G112481_P01	NAC	Genome	TF
Zea mays	GRMZM2G112548_P01	NAC	Genome	TF
Zea mays	GRMZM2G112681_P01	NAC	Genome	TF
Zea mays	GRMZM2G113950_P01	NAC	Genome	TF
Zea mays	GRMZM2G113950_P02	NAC	Genome	TF
Zea mays	GRMZM2G114850_P01	NAC	Genome	TF
Zea mays	GRMZM2G115721_P01	NAC	Genome	TF
Zea mays	GRMZM2G117062_P02	NAC	Genome	TF
Zea mays	GRMZM2G117062_P03	NAC	Genome	TF
Zea mays	GRMZM2G122615_P01	NAC	Genome	TF
Zea mays	GRMZM2G123246_P01	NAC	Genome	TF
Zea mays	GRMZM2G123667_P01	NAC	Genome	TF
Zea mays	GRMZM2G123667_P03	NAC	Genome	TF
Zea mays	GRMZM2G123667_P04	NAC	Genome	TF
Zea mays	GRMZM2G123667_P05	NAC	Genome	TF
Zea mays	GRMZM2G125608_P01	NAC	Genome	TF
Zea mays	GRMZM2G125608_P02	NAC	Genome	TF
Zea mays	GRMZM2G125608_P03	NAC	Genome	TF
Zea mays	GRMZM2G125700_P01	NAC	Genome	TF
Zea mays	GRMZM2G125777_P01	NAC	Genome	TF
Zea mays	GRMZM2G126817_P01	NAC	Genome	TF
Zea mays	GRMZM2G126936_P01	NAC	Genome	TF
Zea mays	GRMZM2G127379_P01	NAC	Genome	TF
Zea mays	GRMZM2G129023_P01	NAC	Genome	TF
Zea mays	GRMZM2G129023_P02	NAC	Genome	TF
Zea mays	GRMZM2G130153_P01	NAC	Genome	TF
Zea mays	GRMZM2G130688_P01	NAC	Genome	TF
Zea mays	GRMZM2G130688_P02	NAC	Genome	TF
Zea mays	GRMZM2G130688_P03	NAC	Genome	TF
Zea mays	GRMZM2G131007_P01	NAC	Genome	TF
Zea mays	GRMZM2G133231_P01	NAC	Genome	TF
Zea mays	GRMZM2G134383_P01	NAC	Genome	TF
Zea mays	GRMZM2G134383_P02	NAC	Genome	TF
Zea mays	GRMZM2G134383_P03	NAC	Genome	TF
Zea mays	GRMZM2G134383_P04	NAC	Genome	TF
Zea mays	GRMZM2G134593_P01	NAC	Genome	TF
Zea mays	GRMZM2G134687_P01	NAC	Genome	TF
Zea mays	GRMZM2G137006_P01	NAC	Genome	TF
Zea mays	GRMZM2G139559_P01	NAC	Genome	TF
Zea mays	GRMZM2G139700_P01	NAC	Genome	TF
Zea mays	GRMZM2G140174_P01	NAC	Genome	TF
Zea mays	GRMZM2G140174_P02	NAC	Genome	TF
Zea mays	GRMZM2G140901_P01	NAC	Genome	TF
Zea mays	GRMZM2G142294_P01	NAC	Genome	TF
Zea mays	GRMZM2G144065_P01	NAC	Genome	TF
Zea mays	GRMZM2G145155_P01	NAC	Genome	TF
Zea mays	GRMZM2G147867_P01	NAC	Genome	TF
Zea mays	GRMZM2G147972_P01	NAC	Genome	TF
Zea mays	GRMZM2G147972_P02	NAC	Genome	TF
Zea mays	GRMZM2G150117_P01	NAC	Genome	TF
Zea mays	GRMZM2G150239_P01	NAC	Genome	TF
Zea mays	GRMZM2G152543_P01	NAC	Genome	TF
Zea mays	GRMZM2G153322_P01	NAC	Genome	TF
Zea mays	GRMZM2G153432_P01	NAC	Genome	TF
Zea mays	GRMZM2G153432_P02	NAC	Genome	TF
Zea mays	GRMZM2G154182_P01	NAC	Genome	TF
Zea mays	GRMZM2G154182_P02	NAC	Genome	TF
Zea mays	GRMZM2G154182_P03	NAC	Genome	TF
Zea mays	GRMZM2G156977_P01	NAC	Genome	TF
Zea mays	GRMZM2G159073_P01	NAC	Genome	TF
Zea mays	GRMZM2G159094_P01	NAC	Genome	TF
Zea mays	GRMZM2G159500_P01	NAC	Genome	TF
Zea mays	GRMZM2G159500_P02	NAC	Genome	TF
Zea mays	GRMZM2G162739_P01	NAC	Genome	TF
Zea mays	GRMZM2G162739_P02	NAC	Genome	TF
Zea mays	GRMZM2G163251_P01	NAC	Genome	TF
Zea mays	GRMZM2G163841_P01	NAC	Genome	TF
Zea mays	GRMZM2G163843_P01	NAC	Genome	TF
Zea mays	GRMZM2G163914_P01	NAC	Genome	TF
Zea mays	GRMZM2G163914_P02	NAC	Genome	TF
Zea mays	GRMZM2G163914_P03	NAC	Genome	TF
Zea mays	GRMZM2G164962_P01	NAC	Genome	TF
Zea mays	GRMZM2G166513_P01	NAC	Genome	TF
Zea mays	GRMZM2G166721_P01	NAC	Genome	TF
Zea mays	GRMZM2G166721_P02	NAC	Genome	TF
Zea mays	GRMZM2G166721_P03	NAC	Genome	TF
Zea mays	GRMZM2G167018_P01	NAC	Genome	TF
Zea mays	GRMZM2G167492_P01	NAC	Genome	TF
Zea mays	GRMZM2G171395_P01	NAC	Genome	TF
Zea mays	GRMZM2G172264_P01	NAC	Genome	TF
Zea mays	GRMZM2G174070_P01	NAC	Genome	TF
Zea mays	GRMZM2G175256_P01	NAC	Genome	TF
Zea mays	GRMZM2G176677_P01	NAC	Genome	TF
Zea mays	GRMZM2G176677_P02	NAC	Genome	TF
Zea mays	GRMZM2G176677_P04	NAC	Genome	TF
Zea mays	GRMZM2G178998_P01	NAC	Genome	TF
Zea mays	GRMZM2G178998_P02	NAC	Genome	TF
Zea mays	GRMZM2G179049_P01	NAC	Genome	TF
Zea mays	GRMZM2G179203_P01	NAC	Genome	TF
Zea mays	GRMZM2G179203_P03	NAC	Genome	TF
Zea mays	GRMZM2G179203_P04	NAC	Genome	TF
Zea mays	GRMZM2G179885_P01	NAC	Genome	TF
Zea mays	GRMZM2G179885_P02	NAC	Genome	TF
Zea mays	GRMZM2G179885_P03	NAC	Genome	TF
Zea mays	GRMZM2G180328_P01	NAC	Genome	TF
Zea mays	GRMZM2G181161_P01	NAC	Genome	TF
Zea mays	GRMZM2G181605_P01	NAC	Genome	TF
Zea mays	AC191261.3_FGP041	OFP	Genome	TF
Zea mays	AC196390.3_FGP022	OFP	Genome	TF
Zea mays	GRMZM2G001721_T01_P01	OFP	Genome	TF
Zea mays	GRMZM2G013271_P01	OFP	Genome	TF
Zea mays	GRMZM2G013302_P01	OFP	Genome	TF
Zea mays	GRMZM2G023285_P01	OFP	Genome	TF
Zea mays	GRMZM2G026927_P01	OFP	Genome	TF
Zea mays	GRMZM2G027865_P01	OFP	Genome	TF
Zea mays	GRMZM2G028982_P01	OFP	Genome	TF
Zea mays	GRMZM2G032478_P01	OFP	Genome	TF
Zea mays	GRMZM2G037043_P01	OFP	Genome	TF
Zea mays	GRMZM2G039312_P01	OFP	Genome	TF
Zea mays	GRMZM2G040673_P01	OFP	Genome	TF
Zea mays	GRMZM2G041761_P01	OFP	Genome	TF
Zea mays	GRMZM2G044013_T01_P01	OFP	Genome	TF
Zea mays	GRMZM2G053656_P01	OFP	Genome	TF
Zea mays	GRMZM2G053985_P01	OFP	Genome	TF
Zea mays	GRMZM2G055257_P01	OFP	Genome	TF
Zea mays	GRMZM2G055737_P01	OFP	Genome	TF
Zea mays	GRMZM2G057753_P01	OFP	Genome	TF
Zea mays	GRMZM2G057794_P01	OFP	Genome	TF
Zea mays	GRMZM2G067376_P01	OFP	Genome	TF
Zea mays	GRMZM2G067931_P01	OFP	Genome	TF
Zea mays	GRMZM2G068036_P01	OFP	Genome	TF
Zea mays	GRMZM2G075988_P01	OFP	Genome	TF
Zea mays	GRMZM2G078626_P01	OFP	Genome	TF
Zea mays	GRMZM2G092035_P01	OFP	Genome	TF
Zea mays	GRMZM2G095452_P01	OFP	Genome	TF
Zea mays	GRMZM2G096252_P01	OFP	Genome	TF
Zea mays	GRMZM2G100133_P01	OFP	Genome	TF
Zea mays	GRMZM2G105444_P01	OFP	Genome	TF
Zea mays	GRMZM2G105876_P01	OFP	Genome	TF
Zea mays	GRMZM2G106110_P01	OFP	Genome	TF
Zea mays	GRMZM2G106781_P01	OFP	Genome	TF
Zea mays	GRMZM2G106836_P01	OFP	Genome	TF
Zea mays	GRMZM2G120283_P01	OFP	Genome	TF
Zea mays	GRMZM2G121706_P01	OFP	Genome	TF
Zea mays	GRMZM2G122585_P01	OFP	Genome	TF
Zea mays	GRMZM2G122709_P01	OFP	Genome	TF
Zea mays	GRMZM2G124334_P01	OFP	Genome	TF
Zea mays	GRMZM2G127431_P01	OFP	Genome	TF
Zea mays	GRMZM2G127680_P01	OFP	Genome	TF
Zea mays	GRMZM2G129532_P01	OFP	Genome	TF
Zea mays	GRMZM2G130131_P01	OFP	Genome	TF
Zea mays	GRMZM2G132922_P01	OFP	Genome	TF
Zea mays	GRMZM2G133311_P01	OFP	Genome	TF
Zea mays	GRMZM2G137869_P01	OFP	Genome	TF
Zea mays	GRMZM2G140813_P01	OFP	Genome	TF
Zea mays	GRMZM2G150823_P01	OFP	Genome	TF
Zea mays	GRMZM2G153556_P01	OFP	Genome	TF
Zea mays	GRMZM2G164428_P01	OFP	Genome	TF
Zea mays	GRMZM2G165113_P01	OFP	Genome	TF
Zea mays	GRMZM2G166354_P01	OFP	Genome	TF
Zea mays	GRMZM2G169973_P01	OFP	Genome	TF
Zea mays	GRMZM2G178424_P01	OFP	Genome	TF
Zea mays	AC187568.4_FGP027	Orphans	Genome	TF
Zea mays	AC193501.3_FGP034	Orphans	Genome	TF
Zea mays	AC199625.3_FGP035	Orphans	Genome	TF
Zea mays	AC200038.4_FGP044	Orphans	Genome	TF
Zea mays	AC205822.3_FGP023	Orphans	Genome	TF
Zea mays	AC206782.3_FGP036	Orphans	Genome	TF
Zea mays	AC208351.2_FGP051	Orphans	Genome	TF
Zea mays	AC215811.3_FGP049	Orphans	Genome	TF
Zea mays	AC215909.3_FGP035	Orphans	Genome	TF
Zea mays	AC220956.2_FGP031	Orphans	Genome	TF
Zea mays	GRMZM2G001447_P01	Orphans	Genome	TF
Zea mays	GRMZM2G001592_P01	Orphans	Genome	TF
Zea mays	GRMZM2G001606_P01	Orphans	Genome	TF
Zea mays	GRMZM2G003755_P01	Orphans	Genome	TF
Zea mays	GRMZM2G004483_P01	Orphans	Genome	TF
Zea mays	GRMZM2G004959_P01	Orphans	Genome	TF
Zea mays	GRMZM2G004959_P02	Orphans	Genome	TF
Zea mays	GRMZM2G004959_P04	Orphans	Genome	TF
Zea mays	GRMZM2G005732_P01	Orphans	Genome	TF
Zea mays	GRMZM2G005732_P02	Orphans	Genome	TF
Zea mays	GRMZM2G005732_P03	Orphans	Genome	TF
Zea mays	GRMZM2G007526_P01	Orphans	Genome	TF
Zea mays	GRMZM2G008482_P01	Orphans	Genome	TF
Zea mays	GRMZM2G008512_P01	Orphans	Genome	TF
Zea mays	GRMZM2G009163_P02	Orphans	Genome	TF
Zea mays	GRMZM2G013398_P02	Orphans	Genome	TF
Zea mays	GRMZM2G013451_P02	Orphans	Genome	TF
Zea mays	GRMZM2G014133_P01	Orphans	Genome	TF
Zea mays	GRMZM2G014133_P02	Orphans	Genome	TF
Zea mays	GRMZM2G014674_P01	Orphans	Genome	TF
Zea mays	GRMZM2G016145_P01	Orphans	Genome	TF
Zea mays	GRMZM2G016216_P01	Orphans	Genome	TF
Zea mays	GRMZM2G016525_P02	Orphans	Genome	TF
Zea mays	GRMZM2G017589_P01	Orphans	Genome	TF
Zea mays	GRMZM2G017589_P02	Orphans	Genome	TF
Zea mays	GRMZM2G017845_P01	Orphans	Genome	TF
Zea mays	GRMZM2G017845_P02	Orphans	Genome	TF
Zea mays	GRMZM2G017845_P03	Orphans	Genome	TF
Zea mays	GRMZM2G017845_P04	Orphans	Genome	TF
Zea mays	GRMZM2G019335_P01	Orphans	Genome	TF
Zea mays	GRMZM2G020081_P02	Orphans	Genome	TF
Zea mays	GRMZM2G020081_P03	Orphans	Genome	TF
Zea mays	GRMZM2G021777_P02	Orphans	Genome	TF
Zea mays	GRMZM2G022509_P01	Orphans	Genome	TF
Zea mays	GRMZM2G025579_P01	Orphans	Genome	TF
Zea mays	GRMZM2G026340_P01	Orphans	Genome	TF
Zea mays	GRMZM2G026354_P01	Orphans	Genome	TF
Zea mays	GRMZM2G026474_P01	Orphans	Genome	TF
Zea mays	GRMZM2G028594_P01	Orphans	Genome	TF
Zea mays	GRMZM2G028594_P03	Orphans	Genome	TF
Zea mays	GRMZM2G029677_P01	Orphans	Genome	TF
Zea mays	GRMZM2G029677_P03	Orphans	Genome	TF
Zea mays	GRMZM2G032039_P01	Orphans	Genome	TF
Zea mays	GRMZM2G032071_P01	Orphans	Genome	TF
Zea mays	GRMZM2G032071_P02	Orphans	Genome	TF
Zea mays	GRMZM2G032341_P01	Orphans	Genome	TF
Zea mays	GRMZM2G033612_P02	Orphans	Genome	TF
Zea mays	GRMZM2G033915_P01	Orphans	Genome	TF
Zea mays	GRMZM2G034253_P01	Orphans	Genome	TF
Zea mays	GRMZM2G035145_P01	Orphans	Genome	TF
Zea mays	GRMZM2G035145_P02	Orphans	Genome	TF
Zea mays	GRMZM2G035688_P01	Orphans	Genome	TF
Zea mays	GRMZM2G035688_P02	Orphans	Genome	TF
Zea mays	GRMZM2G038484_P02	Orphans	Genome	TF
Zea mays	GRMZM2G038783_P02	Orphans	Genome	TF
Zea mays	GRMZM2G039005_P02	Orphans	Genome	TF
Zea mays	GRMZM2G039696_P01	Orphans	Genome	TF
Zea mays	GRMZM2G039696_P02	Orphans	Genome	TF
Zea mays	GRMZM2G040005_P01	Orphans	Genome	TF
Zea mays	GRMZM2G040736_P01	Orphans	Genome	TF
Zea mays	GRMZM2G041223_P02	Orphans	Genome	TF
Zea mays	GRMZM2G043401_P02	Orphans	Genome	TF
Zea mays	GRMZM2G043968_P02	Orphans	Genome	TF
Zea mays	GRMZM2G045263_P01	Orphans	Genome	TF
Zea mays	GRMZM2G045263_P02	Orphans	Genome	TF
Zea mays	GRMZM2G045977_P02	Orphans	Genome	TF
Zea mays	GRMZM2G047769_P02	Orphans	Genome	TF
Zea mays	GRMZM2G047769_P03	Orphans	Genome	TF
Zea mays	GRMZM2G047769_P05	Orphans	Genome	TF
Zea mays	GRMZM2G047769_P06	Orphans	Genome	TF
Zea mays	GRMZM2G048596_P01	Orphans	Genome	TF
Zea mays	GRMZM2G048596_P02	Orphans	Genome	TF
Zea mays	GRMZM2G048993_P01	Orphans	Genome	TF
Zea mays	GRMZM2G050415_P01	Orphans	Genome	TF
Zea mays	GRMZM2G050415_P03	Orphans	Genome	TF
Zea mays	GRMZM2G053386_P01	Orphans	Genome	TF
Zea mays	GRMZM2G054558_P01	Orphans	Genome	TF
Zea mays	GRMZM2G056009_P01	Orphans	Genome	TF
Zea mays	GRMZM2G056009_P02	Orphans	Genome	TF
Zea mays	GRMZM2G057529_P01	Orphans	Genome	TF
Zea mays	GRMZM2G062218_P01	Orphans	Genome	TF
Zea mays	GRMZM2G062351_P01	Orphans	Genome	TF
Zea mays	GRMZM2G062885_P01	Orphans	Genome	TF
Zea mays	GRMZM2G063208_P01	Orphans	Genome	TF
Zea mays	GRMZM2G065692_P01	Orphans	Genome	TF
Zea mays	GRMZM2G067743_P01	Orphans	Genome	TF
Zea mays	GRMZM2G067775_P01	Orphans	Genome	TF
Zea mays	GRMZM2G069248_P01	Orphans	Genome	TF
Zea mays	GRMZM2G070446_P01	Orphans	Genome	TF
Zea mays	GRMZM2G074067_P02	Orphans	Genome	TF
Zea mays	GRMZM2G075320_P01	Orphans	Genome	TF
Zea mays	GRMZM2G075368_P01	Orphans	Genome	TF
Zea mays	GRMZM2G075373_P01	Orphans	Genome	TF
Zea mays	GRMZM2G075449_P05	Orphans	Genome	TF
Zea mays	GRMZM2G075480_P01	Orphans	Genome	TF
Zea mays	GRMZM2G075562_P02	Orphans	Genome	TF
Zea mays	GRMZM2G081577_P01	Orphans	Genome	TF
Zea mays	GRMZM2G083688_P01	Orphans	Genome	TF
Zea mays	GRMZM2G084179_P02	Orphans	Genome	TF
Zea mays	GRMZM2G084179_P04	Orphans	Genome	TF
Zea mays	GRMZM2G084824_P01	Orphans	Genome	TF
Zea mays	GRMZM2G085218_P01	Orphans	Genome	TF
Zea mays	GRMZM2G087293_P01	Orphans	Genome	TF
Zea mays	GRMZM2G087293_P02	Orphans	Genome	TF
Zea mays	GRMZM2G089010_P01	Orphans	Genome	TF
Zea mays	GRMZM2G089010_P02	Orphans	Genome	TF
Zea mays	GRMZM2G089010_P03	Orphans	Genome	TF
Zea mays	GRMZM2G090264_P01	Orphans	Genome	TF
Zea mays	GRMZM2G092333_P01	Orphans	Genome	TF
Zea mays	GRMZM2G095299_P01	Orphans	Genome	TF
Zea mays	GRMZM2G095727_P01	Orphans	Genome	TF
Zea mays	GRMZM2G095727_P04	Orphans	Genome	TF
Zea mays	GRMZM2G096171_P01	Orphans	Genome	TF
Zea mays	GRMZM2G096607_P01	Orphans	Genome	TF
Zea mays	GRMZM2G096607_P02	Orphans	Genome	TF
Zea mays	GRMZM2G096607_P04	Orphans	Genome	TF
Zea mays	GRMZM2G096709_P02	Orphans	Genome	TF
Zea mays	GRMZM2G097454_P01	Orphans	Genome	TF
Zea mays	GRMZM2G098442_P01	Orphans	Genome	TF
Zea mays	GRMZM2G098474_P01	Orphans	Genome	TF
Zea mays	GRMZM2G098594_P05	Orphans	Genome	TF
Zea mays	GRMZM2G099328_P01	Orphans	Genome	TF
Zea mays	GRMZM2G099328_P02	Orphans	Genome	TF
Zea mays	GRMZM2G099328_P03	Orphans	Genome	TF
Zea mays	GRMZM2G099328_P04	Orphans	Genome	TF
Zea mays	GRMZM2G099797_P04	Orphans	Genome	TF
Zea mays	GRMZM2G100107_P01	Orphans	Genome	TF
Zea mays	GRMZM2G101336_P01	Orphans	Genome	TF
Zea mays	GRMZM2G102882_P02	Orphans	Genome	TF
Zea mays	GRMZM2G102882_P03	Orphans	Genome	TF
Zea mays	GRMZM2G102882_P04	Orphans	Genome	TF
