id,category,trait,tissue,padj
GRMZM2G178769,Male Inflorescence,TasselPrimaryBranches,L3Tip,0.00513691927506166
GRMZM2G178769,Metabolite,X.5460935..turanose.1..24.81,GShoot,1
GRMZM2G178769,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,GRoot,1
GRMZM2G178769,other,GerminationCount,GRoot,0.820616568023253
GRMZM2G178797,Metabolite,X.5460673..D.saccharic.acid..18.614,L3Base,1
GRMZM2G178797,Metabolite,X.60961..adenosine..23.825,L3Base,1
GRMZM2G178826,Metabolite,X.6106..L.leucine.2..9.945,LMAD,1
GRMZM2G178826,Metabolite,X.700..ethanolamine..9.879,GRoot,0.00970234352177357
GRMZM2G178892,Metabolite,X.5460407..threonic.acid..13.652,LMAD,1
GRMZM2G178892,Metabolite,X.642609..trans.caftaric.acid.2..25.529,LMAD,1
GRMZM2G178919,Metabolite,X.33032..L.glutamic.acid.3..dehydrated...13.232..s100,L3Base,1
GRMZM2G178919,Metabolite,X.51..alpha.ketoglutaric.acid..13.859,Kern,1
GRMZM2G179063,Female Inflorescence,EarLength,L3Tip,0.700797557030214
GRMZM2G179063,Leaf Morphology,LeafWidth,LMAN,0.844017600247642
GRMZM2G179063,Seed Traits,TotalKernelNum,LMAN,0.226323682282339
GRMZM2G179253,Metabolite,X.204..allantoin.1..17.293,LMAD,1
GRMZM2G179253,Metabolite,X.6255..maltose..2..24.915,LMAD,0.592583709806248
GRMZM2G179329,Metabolite,X.5460935..turanose.1..24.81,Kern,0.00750103370624711
GRMZM2G179329,Metabolite,X.6288..L.threonine.2..11.464,LMAD,1
GRMZM2G179336,Metabolite,X.6106..L.leucine.2..9.945,LMAD,0.00160490337588382
GRMZM2G179336,Metabolite,X.791..DL.isoleucine.2..10.225,LMAD,1
GRMZM2G179501,Metabolite,X.5960..aspartic.acid.2..13.207,LMAD,1
GRMZM2G179501,Metabolite,X.6057..tyrosine.2..17.871,L3Tip,0.781725657679691
GRMZM2G179504,Metabolite,X.892..myo.inositol..19.354..s100,Kern,1
GRMZM2G179504,other,TilleringIndex,L3Tip,0.784126255127422
GRMZM2G179528,Metabolite,X.5962..L.lysine.2..17.643,Kern,1
GRMZM2G179528,other,NIROil,LMAD,1
GRMZM2G179679,Metabolite,X.1001..phenethylamine..13.742,L3Base,0.88805324781345
GRMZM2G179679,other,StandCount,Kern,0.616197908541128
GRMZM2G179689,Metabolite,X.12647..L.homoserine.2..12.359,L3Tip,1
GRMZM2G179689,Metabolite,X.239..Beta..alanine..1..12.044,L3Tip,1
GRMZM2G180262,Metabolite,X.51..alpha.ketoglutaric.acid..13.859,LMAD,1
GRMZM2G180262,other,TilleringIndex,LMAD,0.375730683206673
GRMZM2G180283,Leaf Morphology,LeafLength,GRoot,1
GRMZM2G180283,Metabolite,X.239..Beta..alanine..1..12.044,L3Tip,1
GRMZM2G180283,Metabolite,X.892..myo.inositol..19.354..s100,L3Base,1
GRMZM2G180328,Female Inflorescence,EarLength,L3Tip,0.700797557030214
GRMZM2G180328,other,SeedSetLength,L3Tip,0.808665103056243
GRMZM2G180408,Metabolite,X.204..allantoin.1..17.293,GRoot,1
GRMZM2G180408,Metabolite,X.444212..trans.aconitic.acid..15.842..s100,L3Tip,1
GRMZM2G180408,Seed Traits,X20KernelWeight,GRoot,0.493766482984648
GRMZM2G180408,Seed Traits,X20KernelWeight,GShoot,0.266760664110436
GRMZM2G180408,Seed Traits,X20KernelWeight,L3Base,1
GRMZM2G180408,Seed Traits,X20KernelWeight,L3Tip,0.202817603788893
GRMZM2G180408,Seed Traits,X20KernelWeight,LMAD,1
GRMZM2G180408,Seed Traits,X20KernelWeight,LMAN,0.0169619001724795
GRMZM2G180419,Metabolite,X.204..allantoin.1..17.293,Kern,0.501911658056224
GRMZM2G180419,Metabolite,X.204..allantoin.1..17.293,L3Tip,1
GRMZM2G180419,Metabolite,X.239..Beta..alanine..1..12.044,LMAN,1
GRMZM2G180452,Metabolite,X.1060..pyruvic.acid..6.714,LMAD,0.167604892935713
GRMZM2G180452,Metabolite,X.2724705..1.6.anhydro.glucose..15.326,GRoot,1
GRMZM2G180716,other,SouthernLeafBlight,L3Base,1
GRMZM2G180716,Seed Traits,TotalKernelNum,LMAD,0.933906487533487
GRMZM2G180903,Metabolite,X.6537496..chlorogenic.acid.1..26.37,LMAD,1
GRMZM2G180903,Metabolite,X.6537496..chlorogenic.acid.2..27.18..s100,LMAD,9.19976368418673e-08
GRMZM2G180922,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,GRoot,1
GRMZM2G180922,Metabolite,X.444266..maleic.acid..10.323,GRoot,1
GRMZM2G180930,Female Inflorescence,CobDiameter,Kern,1
GRMZM2G180930,Metabolite,X.239..Beta..alanine..1..12.044,LMAN,1
GRMZM2G181000,Metabolite,X.1001..phenethylamine..13.742,LMAD,1
GRMZM2G181000,Metabolite,X.5460407..threonic.acid..13.652,LMAN,1
GRMZM2G181371,Metabolite,X.6537496..chlorogenic.acid.1..26.37,L3Tip,1
GRMZM2G181371,Metabolite,X.6537496..chlorogenic.acid.2..27.18..s100,L3Tip,1
GRMZM2G181519,Flowering Time,DaystoSilk,LMAD,1
GRMZM2G181519,Flowering Time,DaysToTassel,LMAD,1
GRMZM2G181519,Metabolite,X.6106..L.leucine.2..9.945,Kern,0.0111651460242335
GRMZM2G181519,Metabolite,X.791..DL.isoleucine.2..10.225,Kern,1
GRMZM2G181568,Metabolite,X.6106..L.leucine.2..9.945,L3Tip,0.990657250246494
GRMZM2G181568,Metabolite,X.738..L.glutamine.2..14.083,LMAD,1
GRMZM2G181605,Metabolite,X.448388..D.allose.1..17.278,L3Tip,1
GRMZM2G181605,Metabolite,X.448388..D.allose.1..17.278,LMAD,1
GRMZM2G181605,Metabolite,X.5984..fructose.1..17.18..s100,L3Tip,1
GRMZM2G181605,Metabolite,X.5984..fructose.1..17.18..s100,LMAD,1
GRMZM2G300692,Metabolite,X.5460407..threonic.acid..13.652,LMAN,1
GRMZM2G300692,Metabolite,X.738..L.glutamine.2..14.083,LMAD,1
GRMZM2G300841,Metabolite,X.204..allantoin.1..17.293,GRoot,1
GRMZM2G300841,Metabolite,X.5984..fructose.1..17.18..s100,Kern,1
GRMZM2G300944,Metabolite,X.5960..aspartic.acid.2..13.207,LMAD,1
GRMZM2G300944,Metabolite,X.971..oxalic.acid..7.883,LMAD,1
GRMZM2G300969,Flowering Time,AnthesistoSilkInterval,LMAD,1
GRMZM2G300969,other,GerminationCount,LMAD,1
GRMZM2G301355,Metabolite,X.444212..trans.aconitic.acid..15.842..s100,L3Tip,1
GRMZM2G301355,Metabolite,X.6537496..chlorogenic.acid.2..27.18..s100,L3Tip,0.809041475690373
GRMZM2G302323,Metabolite,X.439742..beta.cyano.L.alanine..11.288,GRoot,1
GRMZM2G302323,Metabolite,X.892..myo.inositol..19.354..s100,LMAD,0.234309226502518
GRMZM2G302601,Metabolite,X.5962..L.lysine.2..17.643,LMAD,1
GRMZM2G302601,Metabolite,X.6262..L.ornithine.2..16.632,LMAD,1
GRMZM2G302601,Seed Traits,X20KernelWeight,LMAD,1
GRMZM2G302701,Leaf Morphology,LeafLength,L3Tip,0.013310950277472
GRMZM2G302701,other,TasselBranchLength,L3Tip,0.0428787655934342
GRMZM2G302913,Metabolite,X.444212..trans.aconitic.acid..15.842..s100,L3Tip,1
GRMZM2G302913,Metabolite,X.827..ribitol..15.66,LMAD,1
GRMZM2G303631,Metabolite,X.5988..Sucrose..23.988..s100,GShoot,1
GRMZM2G303631,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,GShoot,1
GRMZM2G303752,Metabolite,X.791..DL.isoleucine.2..10.225,GRoot,1
GRMZM2G303752,other,GerminationCount,LMAN,0.0318310198604694
GRMZM2G303752,Seed Traits,CobWeight,LMAD,1
GRMZM2G304091,Metabolite,X.6287..L.valine.2..9.151,L3Tip,1
GRMZM2G304091,Metabolite,X.738..L.glutamine.2..14.083,L3Tip,1
GRMZM2G304362,Development,EarHeight,LMAD,0.630632252529113
GRMZM2G304362,Development,PlantHeight,LMAD,1
GRMZM2G304362,Flowering Time,DaysToTassel,LMAD,1
GRMZM2G304362,Flowering Time,GDDDaystoSilk,LMAD,1
GRMZM2G304362,Flowering Time,GDDDaystoTassel,LMAD,1
GRMZM2G304362,Leaf Morphology,UpperLeafAngle,LMAD,1
GRMZM2G304965,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,LMAD,0.164933114246137
GRMZM2G304965,Metabolite,X.12647..L.homoserine.2..12.359,L3Base,1
GRMZM2G304965,Metabolite,X.236..L.asparagine.2..14.984,GRoot,0.400561681858192
GRMZM2G304965,Metabolite,X.239..Beta..alanine..1..12.044,L3Base,1
GRMZM2G304965,Metabolite,X.239..Beta..alanine..1..12.044,LMAD,1
GRMZM2G304965,Metabolite,X.439742..beta.cyano.L.alanine..11.288,GRoot,0.983562646354249
GRMZM2G304965,Metabolite,X.439742..beta.cyano.L.alanine..11.288,GShoot,1
GRMZM2G304965,Metabolite,X.8742..shikimic.acid..16.433..s100,L3Base,1
GRMZM2G305060,Metabolite,X.1001..phenethylamine..13.742,L3Tip,1
GRMZM2G305060,Metabolite,X.1001..phenethylamine..13.742,LMAN,0.562180903652204
GRMZM2G305060,Metabolite,X.5321342..beta.sitosterol..28.848,LMAD,1
GRMZM2G305167,Metabolite,X.12647..L.homoserine.2..12.359,Kern,1
GRMZM2G305167,Metabolite,X.439242..Raffinose..29.282,GShoot,1
GRMZM2G305254,Flowering Time,GDDAnthesis.SilkingInterval,L3Base,0.119607209132139
GRMZM2G305254,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,LMAD,1
GRMZM2G305254,Metabolite,X.738..L.glutamine.2..14.083,L3Tip,0.525155153321942
GRMZM2G305834,Female Inflorescence,EarRowNumber,Kern,1
GRMZM2G305834,Female Inflorescence,EarRowNumber,LMAN,1
GRMZM2G305834,Metabolite,X.439742..beta.cyano.L.alanine..11.288,LMAD,1
GRMZM2G305834,Metabolite,X.750..glycine..10.456..s100,LMAD,1
GRMZM2G305856,other,NumberofTilleringPlants,GShoot,1
GRMZM2G305856,other,NumberofTilleringPlants,L3Base,0.000163418932701109
GRMZM2G306597,Metabolite,X.128869..galactonic.acid.2..18.504,Kern,0.00555478298828849
GRMZM2G306597,Metabolite,X.439451..galactinol.2..26.479,L3Base,1
GRMZM2G306597,Metabolite,X.5984..fructose.1..17.18..s100,GShoot,0.00327473505011477
GRMZM2G306806,Metabolite,X.311..citric.acid..16.615..s100,L3Tip,0.946206908071036
GRMZM2G306806,Metabolite,X.5962..L.lysine.2..17.643,L3Tip,0.739349390049462
GRMZM2G306806,Metabolite,X.6287..L.valine.2..9.151,L3Tip,7.31555293009834e-06
GRMZM2G307404,Female Inflorescence,EarLength,L3Base,1
GRMZM2G307404,other,SeedSetLength,L3Base,0.358897940894566
GRMZM2G308083,Metabolite,X.6262..L.ornithine.2..16.632,GShoot,0.567221374950142
GRMZM2G308083,Metabolite,X.9750..citrulline.2..16.691,GShoot,1
GRMZM2G308189,Metabolite,X.5460407..threonic.acid..13.652,LMAD,1
GRMZM2G308189,Metabolite,X.6255..maltose.1..24.702,GShoot,0.034787225132568
GRMZM2G308365,Metabolite,X.439242..Raffinose..29.282,GShoot,1
GRMZM2G308365,Metabolite,X.5988..Sucrose..23.988..s100,GRoot,1
GRMZM2G308365,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,GRoot,1
GRMZM2G308570,Metabolite,X.938..nicotinic.acid..10.27,GShoot,1
GRMZM2G308570,Metabolite,X.938..nicotinic.acid..10.27,L3Tip,1
GRMZM2G309479,Development,PlantHeight,LMAN,1
GRMZM2G309479,Metabolite,X.128869..galactonic.acid.2..18.504,LMAD,1
GRMZM2G309479,Metabolite,X.6106..L.leucine.2..9.945,L3Tip,0.346282537111482
GRMZM2G309479,Metabolite,X.738..L.glutamine.2..14.083,L3Tip,1
GRMZM2G309479,Metabolite,X.791..DL.isoleucine.2..10.225,L3Tip,0.0311708437073393
GRMZM2G309624,Metabolite,X.439242..Raffinose..29.282,GRoot,0.151038509190435
GRMZM2G309624,Metabolite,X.448388..D.allose.1..17.278,Kern,1
GRMZM2G309624,Metabolite,X.448388..D.allose.1..17.278,LMAD,1
GRMZM2G309624,Metabolite,X.60961..adenosine..23.825,Kern,1
GRMZM2G309624,Metabolite,X.791..DL.isoleucine.2..10.225,GRoot,1
GRMZM2G309624,Metabolite,X.791..DL.isoleucine.2..10.225,Kern,1
GRMZM2G310795,Metabolite,X.439742..beta.cyano.L.alanine..11.288,L3Tip,1
GRMZM2G310795,Metabolite,X.439742..beta.cyano.L.alanine..11.288,LMAD,1
GRMZM2G311919,Metabolite,X.12647..L.homoserine.2..12.359,Kern,1
GRMZM2G311919,Metabolite,X.439451..galactinol.2..26.479,Kern,0.846349388645958
GRMZM2G311919,Metabolite,X.60961..adenosine..23.825,Kern,1
GRMZM2G311919,Metabolite,X.6287..L.valine.2..9.151,Kern,1
GRMZM2G311919,Metabolite,X.6288..L.threonine.2..11.464,Kern,1
GRMZM2G311919,Metabolite,X.791..DL.isoleucine.2..10.225,Kern,0.428340985047934
GRMZM2G312736,Flowering Time,DaystoSilk,GShoot,0.388429205183068
GRMZM2G312736,other,TilleringIndex,Kern,1
GRMZM2G312736,other,TilleringIndex,L3Tip,0.00584413675113704
GRMZM2G312839,Female Inflorescence,EarRankNumber,LMAD,0.00663218836281843
GRMZM2G312839,Female Inflorescence,EarRowNumber,Kern,1
GRMZM2G314075,Metabolite,X.5460407..threonic.acid..13.652,LMAD,1
GRMZM2G314075,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,L3Tip,1
GRMZM2G315264,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,LMAD,0.0027693419798096
GRMZM2G315264,Seed Traits,CobWeight,GShoot,0.111995520979452
GRMZM2G315769,Metabolite,X.738..L.glutamine.2..14.083,GShoot,1
GRMZM2G315769,Metabolite,X.938..nicotinic.acid..10.27,GShoot,0.0210586861856328
GRMZM2G315769,other,SeedSetLength,GRoot,0.479888758232832
GRMZM2G317262,Leaf Morphology,LeafLength,GRoot,1
GRMZM2G317262,Metabolite,X.6106..L.leucine.2..9.945,LMAN,1
GRMZM2G317931,Metabolite,X.5460407..threonic.acid..13.652,GRoot,1
GRMZM2G317931,Metabolite,X.700..ethanolamine..9.879,L3Base,1
GRMZM2G318319,Metabolite,X.6255..maltose.1..24.702,L3Tip,1
GRMZM2G318319,Metabolite,X.9750..citrulline.2..16.691,LMAN,1
GRMZM2G318319,other,StandCount,LMAN,1
GRMZM2G318652,Metabolite,X.6262..L.ornithine.2..16.632,LMAD,1
GRMZM2G318652,other,SouthernLeafBlight,LMAN,0.0118654132400453
GRMZM2G318860,Metabolite,X.6106..L.leucine.2..9.945,LMAN,1
GRMZM2G318860,Metabolite,X.6287..L.valine.2..9.151,LMAN,1
GRMZM2G318860,Metabolite,X.791..DL.isoleucine.2..10.225,LMAN,0.000644106269410472
GRMZM2G318860,Metabolite,X.938..nicotinic.acid..10.27,LMAD,0.547115997166607
GRMZM2G319573,Metabolite,X.51..alpha.ketoglutaric.acid..13.859,Kern,1
GRMZM2G319573,other,SecondaryBranchNumber,GShoot,0.518989458343979
GRMZM2G319878,Flowering Time,AnthesistoSilkInterval,GRoot,0.0250641303775129
GRMZM2G319878,other,SeedSetLength,GShoot,0.513548789614844
GRMZM2G320206,Metabolite,X.5460673..D.saccharic.acid..18.614,L3Tip,1
GRMZM2G320206,Seed Traits,TotalKernelVolume,L3Tip,0.00422751460907467
GRMZM2G320298,Metabolite,X.5962..L.lysine.2..17.643,L3Tip,1
GRMZM2G320298,Metabolite,X.6537496..chlorogenic.acid.2..27.18..s100,Kern,1
GRMZM2G320307,Metabolite,X.204..allantoin.1..17.293,GRoot,1
GRMZM2G320307,Metabolite,X.9750..citrulline.2..16.691,GRoot,1
GRMZM2G320799,Metabolite,X.700..ethanolamine..9.879,L3Base,1
GRMZM2G320799,Metabolite,X.8742..shikimic.acid..16.433..s100,LMAD,1
GRMZM2G321767,Metabolite,X.1549111..caffeic.acid..19.755,L3Tip,1
GRMZM2G321767,Metabolite,X.3037582..mucic.acid..18.907,L3Tip,1
GRMZM2G321940,Metabolite,X.439242..Raffinose..29.282,GShoot,1
GRMZM2G321940,Metabolite,X.9750..citrulline.2..16.691,LMAN,1
GRMZM2G322047,Development,EarHeight,L3Base,1
GRMZM2G322047,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,GShoot,1
GRMZM2G322328,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,L3Tip,1
GRMZM2G322328,Metabolite,X.700..ethanolamine..9.879,L3Tip,1
GRMZM2G323024,Development,PlantHeight,GShoot,0.11529029700278
GRMZM2G323024,Flowering Time,AnthesistoSilkInterval,LMAD,1
GRMZM2G324157,Metabolite,X.444972..fumaric.acid..10.94,GRoot,1
GRMZM2G324157,Metabolite,X.5460935..turanose.1..24.81,GShoot,1
GRMZM2G324860,Metabolite,X.128869..galactonic.acid.2..18.504,GShoot,0.0259039948275808
GRMZM2G324860,Metabolite,X.738..L.glutamine.2..14.083,L3Tip,1
GRMZM2G324886,Metabolite,X.239..Beta..alanine..1..12.044,GRoot,1
GRMZM2G324886,Metabolite,X.239..Beta..alanine..1..12.044,GShoot,1
GRMZM2G325019,Metabolite,X.5962..L.lysine.2..17.643,Kern,1
GRMZM2G325019,Metabolite,X.6262..L.ornithine.2..16.632,Kern,0.98087435752817
GRMZM2G325019,Metabolite,X.92824..D.malic.acid..12.794..s100,Kern,1
GRMZM2G325019,other,TasselBranchLength,L3Tip,1
GRMZM2G325131,Metabolite,X.2724705..1.6.anhydro.glucose..15.326,GRoot,1
GRMZM2G325131,Metabolite,X.6912..xylitol..15.376,GRoot,1
GRMZM2G325131,Metabolite,X.6912..xylitol..15.376,LMAN,1
GRMZM2G325643,Metabolite,X.750..glycine..10.456..s100,GShoot,1
GRMZM2G325643,other,SouthernLeafBlight,L3Tip,0.000966296848450288
GRMZM2G326116,Metabolite,X.9750..citrulline.2..16.691,GShoot,1
GRMZM2G326116,Metabolite,X.9750..citrulline.2..16.691,LMAN,1
GRMZM2G326195,Metabolite,X.971..oxalic.acid..7.883,GRoot,1
GRMZM2G326195,Metabolite,X.971..oxalic.acid..7.883,GShoot,1
GRMZM2G326195,other,EarDiameter,Kern,1
GRMZM2G326248,Metabolite,X.6106..L.leucine.2..9.945,LMAD,1
GRMZM2G326248,Metabolite,X.700..ethanolamine..9.879,LMAD,1
GRMZM2G326248,Metabolite,X.791..DL.isoleucine.2..10.225,LMAD,0.0953872692275572
GRMZM2G326270,Development,PlantHeight,LMAN,1
GRMZM2G326270,Flowering Time,DaystoSilk,LMAN,1
GRMZM2G326270,Flowering Time,DaysToTassel,LMAN,0.141020529918799
GRMZM2G326270,Flowering Time,GDDDaystoSilk,LMAN,0.0997087365695831
GRMZM2G326270,Flowering Time,GDDDaystoTassel,LMAN,0.250791918465335
GRMZM2G326545,Metabolite,X.311..citric.acid..16.615..s100,L3Tip,0.159996301862349
GRMZM2G326545,Metabolite,X.700..ethanolamine..9.879,L3Tip,1
GRMZM2G327263,Metabolite,X.6106..L.leucine.2..9.945,GShoot,0.0205200862717898
GRMZM2G327263,Metabolite,X.6262..L.ornithine.2..16.632,GRoot,1
GRMZM2G327263,Metabolite,X.791..DL.isoleucine.2..10.225,GShoot,0.0216427359920834
GRMZM2G327311,Metabolite,X.439451..galactinol.2..26.479,GShoot,1
GRMZM2G327311,Metabolite,X.791..DL.isoleucine.2..10.225,Kern,0.00026907051851377
GRMZM2G327459,Metabolite,X.239..Beta..alanine..1..12.044,LMAN,0.229817444104801
GRMZM2G327459,Metabolite,X.51..alpha.ketoglutaric.acid..13.859,Kern,1
GRMZM2G328094,Female Inflorescence,EarLength,GRoot,0.81570565216345
GRMZM2G328094,Female Inflorescence,EarRankNumber,GRoot,1
GRMZM2G328094,other,SeedSetLength,GRoot,1
GRMZM2G328133,other,NIROil,L3Base,0.000771989874412959
GRMZM2G328133,other,TilleringIndex,L3Base,0.346001146547887
GRMZM2G328341,Metabolite,X.239..Beta..alanine..1..12.044,GShoot,1
GRMZM2G328341,Metabolite,X.750..glycine..10.456..s100,LMAD,1
GRMZM2G328742,Female Inflorescence,EarRankNumber,GShoot,0.376313826421387
GRMZM2G328742,Metabolite,X.5984..fructose.1..17.18..s100,GRoot,1
GRMZM2G328742,Metabolite,X.60961..adenosine..23.825,GRoot,1
GRMZM2G328742,Metabolite,X.6287..L.valine.2..9.151,GRoot,0.864012840198394
GRMZM2G328742,Metabolite,X.6912..xylitol..15.376,GRoot,1
GRMZM2G328742,Metabolite,X.791..DL.isoleucine.2..10.225,GRoot,1
GRMZM2G328742,Seed Traits,EarWeight,GShoot,0.322792724774326
GRMZM2G328742,Seed Traits,TotalKernelVolume,GShoot,0.00065598042177184
GRMZM2G328742,Seed Traits,TotalSeedWeight,GShoot,1
GRMZM2G329033,Flowering Time,AnthesistoSilkInterval,GRoot,0.890957340504324
GRMZM2G329033,Metabolite,X.5321342..beta.sitosterol..28.848,L3Base,1
GRMZM2G329069,Metabolite,X.6262..L.ornithine.2..16.632,LMAD,1
GRMZM2G329069,Metabolite,X.9750..citrulline.2..16.691,LMAD,0.395578375222419
GRMZM2G329750,Metabolite,X.700..ethanolamine..9.879,L3Tip,1
GRMZM2G329750,Metabolite,X.738..L.glutamine.2..14.083,GShoot,0.0481513813611825
GRMZM2G331701,Flowering Time,GDDDaystoSilk,Kern,0.924293111097714
GRMZM2G331701,Metabolite,X.5984..fructose.1..17.18..s100,Kern,1
GRMZM2G331701,other,MiddleLeafAngle,L3Tip,1
GRMZM2G331701,other,NumberofTilleringPlants,L3Tip,0.928754303212857
GRMZM2G332225,Metabolite,X.239..Beta..alanine..1..12.044,LMAN,1
GRMZM2G332225,Metabolite,X.5984..fructose.1..17.18..s100,Kern,1
GRMZM2G332495,Female Inflorescence,EarRowNumber,L3Base,0.207368285111352
GRMZM2G332495,Metabolite,X.444212..trans.aconitic.acid..15.842..s100,L3Base,1
GRMZM2G333923,Metabolite,X.700..ethanolamine..9.879,L3Base,1
GRMZM2G333923,Metabolite,X.938..nicotinic.acid..10.27,L3Base,0.157747413761487
GRMZM2G334142,Female Inflorescence,EarRankNumber,GRoot,1
GRMZM2G334142,Metabolite,X.700..ethanolamine..9.879,L3Tip,1
GRMZM2G334142,Seed Traits,TotalKernelVolume,GRoot,0.393822100490343
GRMZM2G334457,Flowering Time,AnthesistoSilkInterval,GRoot,1
GRMZM2G334457,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,GRoot,0.738112548922372
GRMZM2G334899,Metabolite,X.439194..glyceric.acid..10.735,LMAN,1
GRMZM2G334899,Metabolite,X.8742..shikimic.acid..16.433..s100,Kern,0.432295006132789
GRMZM2G335280,Metabolite,X.5460935..turanose.1..24.81,LMAD,1
GRMZM2G335280,other,Spikelets.PrimaryBranch,LMAD,1
GRMZM2G335657,Flowering Time,DaystoSilk,LMAN,1
GRMZM2G335657,Flowering Time,GDDDaystoSilk,LMAN,1
GRMZM2G335657,Leaf Morphology,LeafWidth,LMAN,0.844017600247642
GRMZM2G336448,Flowering Time,DaystoSilk,LMAD,1
GRMZM2G336448,Flowering Time,DaysToTassel,LMAD,1
GRMZM2G336448,Flowering Time,GDDDaystoSilk,LMAD,1
GRMZM2G336694,Metabolite,X.444266..maleic.acid..10.323,GRoot,1
GRMZM2G336694,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,GRoot,1
GRMZM2G336908,Metabolite,X.439742..beta.cyano.L.alanine..11.288,GShoot,0.0344571235121061
GRMZM2G336908,Metabolite,X.5951..L.serine.2..11.174..s100,GShoot,0.22976046952532
GRMZM2G336908,Metabolite,X.6057..tyrosine.2..17.871,GShoot,0.0160341744789037
GRMZM2G336908,Metabolite,X.750..glycine..10.456..s100,GShoot,1
GRMZM2G337330,Metabolite,X.5988..Sucrose..23.988..s100,L3Base,1
GRMZM2G337330,Metabolite,X.738..L.glutamine.2..14.083,L3Base,1
GRMZM2G337594,Metabolite,X.12647..L.homoserine.2..12.359,L3Tip,1
GRMZM2G337594,Metabolite,X.239..Beta..alanine..1..12.044,L3Tip,1
GRMZM2G337594,Metabolite,X.637542..4.hydroxycinnamic.acid..17.854,GShoot,0.135285769559048
GRMZM2G337616,Male Inflorescence,TasselLength,LMAN,0.112548018985106
GRMZM2G337616,Metabolite,X.12647..L.homoserine.2..12.359,L3Tip,8.95423764508685e-05
GRMZM2G338131,Metabolite,X.439742..beta.cyano.L.alanine..11.288,L3Tip,1
GRMZM2G338131,Metabolite,X.439742..beta.cyano.L.alanine..11.288,LMAD,1
GRMZM2G338493,Female Inflorescence,CobDiameter,Kern,0.395693638948325
GRMZM2G338493,Metabolite,X.444212..trans.aconitic.acid..15.842..s100,L3Tip,1
GRMZM2G338809,Metabolite,X.51..alpha.ketoglutaric.acid..13.859,LMAD,1
GRMZM2G338809,Metabolite,X.5962..L.lysine.2..17.643,Kern,1
GRMZM2G338809,Metabolite,X.6106..L.leucine.2..9.945,Kern,1
GRMZM2G338809,Metabolite,X.6287..L.valine.2..9.151,Kern,1
GRMZM2G338809,Metabolite,X.6288..L.threonine.2..11.464,Kern,3.95065074920709e-06
GRMZM2G338809,Metabolite,X.791..DL.isoleucine.2..10.225,Kern,1
GRMZM2G338916,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,LMAD,1
GRMZM2G338916,other,NIROil,LMAN,1
GRMZM2G339122,Leaf Morphology,LeafWidth,Kern,0.000289517138655659
GRMZM2G339122,Metabolite,X.60961..adenosine..23.825,GRoot,1
GRMZM2G339122,other,EarDiameter,Kern,0.52753083268375
GRMZM2G339122,other,SouthernLeafBlight,Kern,1
GRMZM2G339699,Development,EarHeight,GShoot,1
GRMZM2G339699,Development,PlantHeight,GShoot,0.0003359878718312
GRMZM2G339699,Metabolite,X.700..ethanolamine..9.879,LMAD,0.718188467414396
GRMZM2G340527,Metabolite,X.444212..trans.aconitic.acid..15.842..s100,LMAD,0.0278528349682743
GRMZM2G340527,Metabolite,X.791..DL.isoleucine.2..10.225,LMAD,1
GRMZM2G341271,Metabolite,X.128869..galactonic.acid.2..18.504,Kern,0.824297898544079
GRMZM2G341271,Metabolite,X.6106..L.leucine.2..9.945,LMAD,1
GRMZM2G341957,Metabolite,X.311..citric.acid..16.615..s100,L3Tip,0.712242704409755
GRMZM2G341957,Metabolite,X.439242..Raffinose..29.282,GShoot,1
GRMZM2G341957,Metabolite,X.5321342..beta.sitosterol..28.848,LMAD,1
GRMZM2G341959,Metabolite,X.204..allantoin.1..17.293,GRoot,1
GRMZM2G341959,other,SeedSetLength,GRoot,1
GRMZM2G342033,Metabolite,X.239..Beta..alanine..1..12.044,GShoot,1
GRMZM2G342033,Metabolite,X.439742..beta.cyano.L.alanine..11.288,GShoot,1
GRMZM2G342033,Metabolite,X.5951..L.serine.2..11.174..s100,GShoot,2.67522521246733e-05
GRMZM2G342033,Metabolite,X.6288..L.threonine.2..11.464,GShoot,1
GRMZM2G342033,Metabolite,X.738..L.glutamine.2..14.083,GShoot,1
GRMZM2G342856,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,GRoot,1
GRMZM2G342856,other,StandCount,LMAN,1
GRMZM2G343149,Flowering Time,DaysToTassel,LMAD,1
GRMZM2G343149,Flowering Time,GDDDaystoSilk,LMAD,1
